date,Legal action,accident_count,agencies,article,author,byline,cited_orgs,completed,date,dominant_topics,footage,how_many_vehicles,injured_number,injured_specific,kicker,killed_number,killed_specific,language,larger_context,link,location,location.1,news_type,ongoing_coverage,order_id,other,pk,potential_causes,rater,rater_notes,rationalized_causes,rationalized_topics,relevance_ranking,report_type,reporter,responsible,road_crash_liable,show,solutions_discussed,source,specific_incident,statistics,statistics_scope,survey,time_od_day,title,tone,transport_categories,vehicle_type
2014-06-10,,,,"MANILA - Transport groups urged the Supreme Court (SC) on Tuesday to halt the implementation of stiffer penalties for traffic violations. In a 17-page petition for certiorari, the Angat Tsuper Samahan ng mga Tsuper at Operator ng Pilipinas-Genuine Organization (STOP GO) questioned Joint Administrative Order No. 2014-01 issued by the Department of Transportation and Communications (DOTC), Land Transportation and Franchising Regulatory Board (LTFRB), and Land Transportation Office (LTO), which shall take effect on June 19, for grave abuse of discretion. Under the order, the penalties for colorum vehicles are pegged at P1 million for buses, P200,000 for trucks, P50,000 for jeepneys, P200,000 for vans, P120,000 for taxis, and P6,000 for tricyles for first offenses. Violators' colorum vehicles will also be impounded for three months and the public utility vehicles shall be blacklisted. Named as respondents in the petition were DOTC Secretary Joseph Emilio Abaya, LTFRB Assistant Secretary Alfonso Tan, and LTFRB Chairman Winston Ginez. The petitioner said it is not clear in the challenged order as to who shall pay the fines - the operators or the drivers. The unprecedented spike in the penalties is unjust and violative of the right to due process, according to the petitioner. The petitioner also stressed that the order is oppressive for depriving operators and drivers income.",,"By Ina Reformina, ABS-CBN News","Department of Transportation and Communication, LTFRB, Supreme Court, Angat Tsuper Samahan ng mga Tsuper at Operator ng PilipinasGenuine Organization STOP GO",yes,2014-06-10 00:00:00,"enforcement of existing lawsordinances,colorum fines",,,,,,,,english,,http://www.abs-cbnnews.com/nation/metro-manila/06/10/14/sc-asked-stop-higher-traffic-violation-fines,,,text,,859.0,,1761.0,,pia,,,"colorum, traffic enforcement and violations",4.5,Straight News,,,,,,abs-cbnnews,no,,,,,SC asked to stop higher traffic violation fines,Neutral,,
2014-06-11,,hurt:21,Transport sector leaders,"MANILA, PhilippinesAnother bus from a transport firm whose fleet was grounded by authorities in 2012 and earlier this year figured in an accident that injured at least 21 people on Commonwealth Avenue in Quezon City on Tuesday morning. A Nova Auto Transport bus (TWM 412) rear-ended another bus, a Fermina Express unit, causing passengers in both Philcoa-bound vehicles to suffer cuts and bruises, according SPO4 Henry Se, a traffic investigator from the Quezon City Police District. The Nova driver, Ronald Bondice, 34, claimed that he lost control due to the slippery road on the approach to the corner of Commonwealth and Camaro Street, near Fairview General Hospital in Barangay (village) Commonwealth, around 5 a.m. Tuesday. The impact shattered the Nova buss windshield and damaged the engine of the Fermina bus driven by Junie Siguero. The injured were taken to East Avenue Medical Center for treatment. Bondice faced charges of reckless imprudence resulting in multiple physical injuries and damage to property. In October 2012 and again in March this year, the Land Transportation Franchising and Regulatory Board suspended the operation of Nova buses for figuring in major accidents. RELATED STORY",,"4:48 AM | Wednesday, June 11th, 2014","Philippine National Police, LTFRB",yes,2014-06-11 00:00:00,road crashes,,2.0,21.0,ridergroup: passenger; medicalcondition: cuts and bruises; hospital: East Avenue Medical Center,,,,english,no,http://newsinfo.inquirer.net/610328/nova-bus-again-21-hurt-in-qc-road-accident,"NCR, Quezon City, Commonwealth Avenue corner Camaro Street","quezon, quezon city",text,,58.0,,902.0,"poor road conditions,loss of vehicular control due to slippery road",mavie,"The report also mentions details about the drivers of the two involved vehicles:
Ronald Bondice, 34, driver of Nova Auto Transport Bus, may be charged with reckless imprudence resulting in multiple physical injuries and damage to property
Junie Siguero, driver of Fermina Express Unit ","road related, slippery",road crash incident,7.5,Straight News,,,,,stricter public transport franchise regulation,inquirer,yes,no,,,5:00 AM,Nova bus again? 21 hurt in QC road accident | Inquirer News,,Public utility vehicle,bus
2014-06-11,,,,"MANILA, PhilippinesTransport groups on Tuesday asked the Supreme Court to stop the Department of Transportation and Communications (DOTC) from implementing an order setting higher penalties for public utility vehicles (PUVs) found in violation of traffic laws. The groups led by Angat Tsuper Samahan ng mga Tsuper at Operator ng Pilipinas-Genuine Organization (Angat Tsuper/Stop and Go) filed a petition for certiorari and prohibition, with application for a temporary restraining order and writ of preliminary prohibition injunction, against the DOTCs Joint Administration Order No. 2014-01. The order, which introduces a revised schedule of fines and penalties for drivers or operators cited for traffic violations, was issued June 4 by the DOTC in an effort to curb vehicular accidents involving PUVs. The new fines are set to take effect June 19. The petition, filed by Angat Tsuper/Stop and Go president Pascual Magno Jr., named as respondents Transportation Secretary Joseph Abaya, Land Transportation Office chief Alfonso Tan, and Land Transportation and Franchising Regulatory Board Chair Winston Ginez. In their 18-page petition, the transport groups asked the high court to declare the order unconstitutional. They argued that the respondents committed grave abuse of discretion in issuing the order despite having no valid delegation of legislative power. They noted that the order was enacted and issued by Tan and Ginez and was only approved by Abaya. In other words, it was not the edict of the DOTC per se but by its attached agencies. The LTO and LTFRB, being attached agencies, had no power to establish and prescribe rules and regulations relating to the enforcement of laws governing transportation, the petitioners added. They also claimed that the respondents committed grave abuse of discretion in issuing a vague order. Several provisions on the penalties for colorum, or unregistered, PUJs, for example, did not say who would pay the penaltiesthe operator or the driver. They also noted that the DOTC revised the penalties for traffic law violations based on a 2008 department order that was already declared unconstitutional by the Baguio City Regional Trial Court in May 2012 and by the Court of Appeals in November the same year. The petitioners also held that the increase in the penalties and fines imposed by the DOTC was excessive, unreasonable and oppressive, and is offensive to the due process clause of the Constitution. The latest increase in the penalties was also higher by 1,000 percent compared to those in the 2008 DOTC order, they added. Under the joint administrative order, colorum PUVs face the following fines: P1 million for bus operators; P200,000 for van and truck operators; P120,000 for sedan operators; P50,000 for jeepney operators; and P6,000 for motorcycle operators.",Christine O. Avendao,"4:53 AM | Wednesday, June 11th, 2014",Nongovernment organizations,yes,2014-06-11 00:00:00,enforcement of existing lawsordinances,,,,,,,,english,,http://newsinfo.inquirer.net/610333/sc-asked-to-junk-hiked-traffic-fines,,baguio,text,,372.0,,1203.0,,candice,,,traffic enforcement and violations,5.5,Straight News,,,,,,inquirer,no,no,,,,SC asked to junk hiked traffic fines  | Inquirer News,Neutral,,
2014-06-12,,,,"MANILA, PhilippinesThe Department of Public Works and Highways has disqualified San Miguel Corp. in the bidding for a P35.4-billion tollroad deal south of Metro Manila due to a technicality and will proceed with the opening of financial offers of three other groups on Friday (June 13) despite a possible appeal to be filed by the diversified conglomerate. The decision was separately confirmed by Public Works and Highways Secretary Rogelio Singson and SMC on Wednesday. The DPWH bids and awards committee had to decide on which of the four pre-qualified groups would proceed with the bidding and gain the chance to build and operate the 47-kilometer Cavite Laguna Expressway, the Aquino administrations next big-ticket public private partnership project. At the center of the issue is a deficiency in SMC-backed Optimal Infrastructure Development Inc.s offer showing that its bid security, a financial bond that protects the government, expires on Nov. 25 or short of the 180-day requirement by four days. SMC said in a statement Thursday that it disagreed with the DPWH-BACs decision in the strongest terms, adding that its issuing bank, Australias ANZ, had already clarified the matter with the government. The decision to throw out the bid of our subsidiary Optimal Infrastructure Development Inc. is prejudicial, unfair, and disregards both legal and all common-sense considerations that should be given to projects of this scale and importance, SMC said. It also cited how its removal from the process severely limits governments options on how it can maximize benefits from this project. SMC last year won the P15.5-billion NAIA Expressway Project PPP after offering to pay the government P11 billion for the right to build the toll road. We reject this decision and will explore all legal remedies available to us in order to ensure fair play and give the Filipino people the best possible deal for this vital infrastructure project, SMC added in the statement. But with the matter settled, as far as DPWH is concerned, the department will proceed with the opening of financial proposals on Friday despite any appeal that SMC would file, Singson said in a text message. The financial proposal opening would give stakeholders a good idea of which group would likely win the project. Optimal Infrastructures deficiency was first pointed out when technical proposals were opened last June 2. At least one bidder, MPCALA Holdings of the group of businessman Manuel V. Pangilinan, called for the automatic disqualification of Optimal Infrastructure, but all groups were asked by DPWH to weigh in on the matter. The action underscored the intense competition among bidders for crucial and potentially lucrative PPP projects like Cavite-Laguna Expressway, which calls for the construction of a new toll road that would help spur development in provinces south of Metro Manila. Apart from Optimal Infrastructure and MPCALA, the two other bidders are Malaysias MTD Capital Bhd. and Team Orion, comprised of Ayala Corp. and Aboitiz Land Inc. All four submitted offers last week, citing the toll roads attractive prospects. SMC said in a statement June 5 that its bid was compliant and its issuing bank, ANZ, certified to the DPWH that Optimal Infrastructures bid security is indeed valid and effective for 180 days from June 2 until Nov. 29 instead of Nov. 25. SMC said ANZs certification corrects the Nov. 25 date that was indicated in its bid package. The Calax project involves the financing, design and construction, as well as operation and maintenance of the four-lane expressway that will connect the Manila-Cavite Expressway (Cavitex) and the South Luzon Expressway (SLEx). It will start at the Cavitex toll gate in Kawit, Cavite, and end at the South Luzon Expressway (SLEx)-Mamplasan Interchange in Bian, Laguna. It calls for the construction of 12,207 meters of concrete bridges, 4,618 meters of viaducts, toll gates and interchanges in Kawit, Daang-Hari, Governors Drive, Aguinaldo Highway, Silang, Sta. Rosa, Tagaytay-Sta. Rosa Road, Laguna Boulevard and the Laguna Technopark. RELATED STORIES",Miguel R. Camus,"3:10 PM | Thursday, June 12th, 2014","DPWH, San Miguel Corporation, Australias ANZ, Optimal Infrastructure Development Inc, MPCALA Holdings Ayala Corp, Aboitiz Land, Malaysias MTD Capital Bhd",yes,2014-06-12 00:00:00,"road infrastructure repair,maintenance",,,,,,,,english,,http://business.inquirer.net/172739/smc-disqualified-for-cavite-laguna-tollroad-ppp-to-explore-legal-remedies,,"laguna, cavite, san miguel, metro manila, manila",text,,900.0,,391.0,,pia,,,"vehicle safety and maintenance, road infrastructure",4.5,Straight News,,,,,,inquirer,no,,,,,SMC disqualified from Cavite-Laguna toll road project | Inquirer Business,,,
2014-06-13,,,,"Friday the 13th indeed proved unfortunate for this policeman, who was killed after getting run over by a dump truck in a freak accident in San Mateo, Rizal.  Investigation showed PO3 Rolindo Undagan was thrown off his motorcycle after it went out of control on J.P. Rizal Street in Barangay Malanday. He then got run over by the truck, radio dzBB's Glen Juego reported.  Not even wearing a helmet could save Undagan, a member of the Paraaque police, the report said.  Initial investigation showed the victim's motorcycle went out of control while crossing a muddy road.  The driver of the dump truck, who was not immediately named in the report, surrendered to police.",Joel Locsin,,Philippine National Police,yes,2014-06-13 00:00:00,road crashes,,2.0,,,,1.0,name: Rolindo Undagan; gender: male; profession: policeman; ridergroup: motorcycle driver; causeofdeath: thrown off motorcycle then ran over by dump truck; /,english,no,http://www.gmanetwork.com/news/story/365593/news/metromanila/cop-falls-off-motorcycle-gets-run-over-by-truck,"Rizal, San Mateo, JP Rizal Street, Barangay Malanday",rizal,text,,200.0,,844.0,loss of vehicle control due to muddy road,mavie,"The report noted that the victim was wearing a helmet.
liableparty: truck driver; status: surrendered to police","road related, slippery",road crash incident,6.0,Straight News,,,,,,gmanetwork,yes,no,,,,"Cop falls off motorcycle, gets run over by truck | News | GMA News Online",Neutral,"Private use vehicle, Commercial use","motorcycle, truck"
2014-06-13,,,,"MANILA  After two weeks of patrolling the streets near schools in Metro Manila, the Land Transportation Office (LTO)s Balik-Eskwela 2014 program caught a total of 1,100 traffic violators. According to LTO, the most common traffic violations are reckless driving, not wearing of helmets and possession of fake driving license. The Balik-Eskwela 2014 aims to ensure the safety of commuters and pedestrians alike. LTOs report will be forwarded to the Department of Transportation and Communications. LTO is also planning on launching Oplan Ligtas-Byahe sa Tag-ulan at the start of the rainy season. For those who want to report other traffic violators, LTO can be reached at (02) 927-1851, Facebook.com/DOTCPhilippines or @DOTCPhilipppines on Twitter.",,ABS-CBNnews.com,LTO,yes,2014-06-13 00:00:00,enforcement of existing lawsordinances,,,,,,,,english,,http://www.abs-cbnnews.com/nation/metro-manila/06/13/14/lto-nabs-1100-traffic-violators-2-weeks,,"metro manila, manila",text,,425.0,,2289.0,,candice,,,traffic enforcement and violations,5.5,Straight News,,,,,,abs-cbnnews,no,no,,,,LTO nabs 1100 traffic violators in 2 weeks,Neutral,,
2014-06-13,,killed:1 hurt:1,,"A driver was killed while his helper was injured after a van they were riding figured in a collision on C5 Road's southbound lane early Friday. The Metropolitan Manila Development Authority said the collision briefly disrupted traffic on the part of C5 at Bagong Ilog Service Road. It said , but added the A separate report by said the driver of the van was declared dead on arrival at a nearby hospital. The report did not immediately identify the driver. Earlier Friday, two workers were killed after a van they were riding crashed into a footbridge at the corner of EDSA and Quezon Avenue. ",Joel Locsin,,Metropolitan Manila Development Authority,yes,2014-06-13 00:00:00,road crashes,,1.0,1.0,ridergroup: van passenger; profession: helper; /,,1.0,ridergroup: van driver; condition: dead on arrival; gender: male; /,english,no,http://www.gmanetwork.com/news/story/365510/news/metromanila/1-killed-1-hurt-in-c5-road-collision,"Metro Manila, Taguig City, C5 Road","quezon, manila",text,,604.0,,564.0,,candice,,,road crash incident,5.0,Straight News,,,,,,gmanetwork,yes,no,,,,"1 killed, 1 hurt in C5 Road collision | News | GMA News Online",Neutral,Private use vehicle,van
2014-06-14,,,,"The joint venture between Ayala Corp. and Aboitiz Land Inc. offered a premium payment of P11.659 billion, the highest bid for the Cavite-Laguna Expressway (Calax) public private partnership (PPP) deal Friday, edging out two other groups for the coveted infrastructure project, bidding results at the Department of Public Works and Highways showed. But Fridays event took an odd twist as officials of San Miguel Corp., which was disqualified days earlier due to a deficiency in its bid security, took the unusual step during the financial proposal opening to announce their premium offer of P20.105 billion, while again raising the likelihood of a legal protest that could stall the PPP deal. Because SMCs Optimal Infrastructure Development Inc. was disqualified, its financial bid was not opened within the premises of the DPWH, which is implementing the P35.4-billion toll road project aimed at spurring development in provinces south of the capital district. The two other bidders are MPCALA Holdings of the group of businessman Manuel V. Pangilinan and MTD Capital of Malaysia, the only foreign group. MPCALA Holdings offered P11.33 billion while MTD offered P922 million, their bid submissions showed. Both were also premium payments, meaning these will come on top of the cost of the tollroad, which the winner will build and operate for 35 years. Despite the specter of a lawsuit, PPP Center executive director Cosette Canilao said they would proceed with the project and likely render an award next week. This would make the Calax the third PPP project of the DPWH to be awarded after the Naia Expressway and Daang Hari-SLEx road project last year and in 2011, respectively. Canilao, who is a non-voting member of the DPWH bids and awards committee, also stood by the decision to disqualify SMC on a technicality. The issue centered around Optimal Infrastructures bid security, which expires on Nov. 25, or short of the 180-day requirement by only four days. SMC said its issuing bank ANZ later clarified the matter with the government. On the surface, the decision to invalidate Optimal Infrastructures bid over those four days denied the government an additional P8.45 billion windfall, but Canilao said the rules had to be implemented to the letter. We have to protect the integrity of the process and the program. We look at the bigger picture rather than just this particular project, Canilao said. San Miguel, however, does not see it this way and Raoul Romulo, the authorized representative of Optimal Infrastructure, told reporters they planned to study and pursue all legal avenues so their bid would be considered. The [country] and the DPWH would have been the alternate beneficiary here. Unfortunately, because of a mere typographical error, which they have allowed in the other bids, we were not given that leeway. Its a sad day for us but we hope that the remedies will see us through, he told reporters. Canilao, on the other hand, hoped SMC would not take this route. We hope they will reconsider their plans of filing a legal case because SMC is a partner of the government in several infrastructure projects and there are still a lot of PPP projects in the pipeline they would be interested in, Canilao said. The Calax project involves the financing, design and construction, as well as operation and maintenance of the four-lane expressway that will connect the Manila-Cavite Expressway (Cavitex) and the South Luzon Expressway (SLEx).",Miguel R. Camus,"12:14 AM | Saturday, June 14th, 2014",,yes,2014-06-14 00:00:00,"road infrastructure repair,maintenance",,,,,Disqualified SMC plans to take legal action,,,english,,http://business.inquirer.net/172846/ayala-aboitiz-bag-toll-road-ppp-deal,,"laguna, cavite, san miguel",text,,835.0,,1789.0,,pia,,,"vehicle safety and maintenance, road infrastructure",4.5,-,,,,,,inquirer,no,,,,,"Ayala, Aboitiz bag toll road PPP deal | Inquirer Business",,,
2014-06-15,,,Civil society,"MANILA, PhilippineShould road courtesy be taught to elementary and high school students? A pair of lawmakers is proposing just that. Cagayan de Oro Representative Rufus Rodriguez and his brother Abante Mindanao Maximo Rodriguez Jr. filed House Bill 4160 in Congress, which proposes the introduction of a subject called road courtesy, discipline and traffic safety education to students enrolled in Grade 1 to 4thyear high school. There seems to be a growing number of traffic accidents in the country which can be attributed mainly to the sheer disregard of traffic laws or ignorance, the congressmen said in a statement. Citing World Health Organization (WHO) data, they pointed out that the share of road traffic injuries compared to the number of total deaths is expected to increase to 3.5 percent in 2030 from 2.2 percent in 2004. Traffic-related fatalities are projected to become the 5th leading cause of death behind heart disease, cerebrovascular disease, chronic obstructive pulmonary disease and lower respiratory infections. Meanwhile, WHO said 7,000 Filipinos die each year due to road traffic accidents. Since many traffic accidents are attributed to sheer disregard of traffic laws or ignorance, the lawmakers said education of students on traffic discipline will help address the problem. They said the best way to inculcate road courtesy in Philippine culture is by starting with children. Under the proposed measure, students will be taught traffic signs, rights and obligations of pedestrians and drivers, as well as laws on driving. RELATED STORIES",Kristine Angeli Sabillo,"10:36 AM | Sunday, June 15th, 2014","Word Health Organization, Congress",yes,2014-06-15 00:00:00,"formulation of legislationlocal ordinances,road safety as a public health issue,education on road safety",,,,,,,,english,,http://newsinfo.inquirer.net/611376/solon-proposes-road-courtesy-traffic-safety-subject-in-school,,"cagayan, danao, cagayan de oro, rodriguez",text,,39.0,,609.0,,mavie,,,policy and legislation,7.5,Straight News,,,,,"legislation to add road courtesy, discipline and traffic safety as a subject in school from grade 1 to 4th year high school",inquirer,no,yes,,,,"Solons propose road courtesy, traffic safety subject in school | Inquirer News",Neutral,,
2014-06-16,,,,"MANILA -- The Land Transportation Franchising and Regulatory Board (LTFRB), along with Land Transportation Office (LTO) and the Department of Transportation and Communications (DOTC) will form a task force to implement the new policy against out-of-line and ""colorum"" vehicles. The Joint Administrative Order (JAO), which stipulates higher fines and penalties against ""colorum"" buses and vehicles, will be implemented starting Thursday. The agency will set up specific points in major thoroughfares in the metropolis, which will check if the buses have registered franchises or if they are in their registered routes. The LTFRB also clarified that the Metropolitan Manila Development Authority (MMDA), the Highway Patrol Group, and traffic enforcers from local government units are not deputized to implement the order, at least in terms of penalizing ""colorum"" vehicles due to the heavier penalties. This will also protect motorists from extortion. According to the JAO, violators will be fined up to P1 million on their first offense. The vehicle will also be impounded for at least three months. Those who will be caught a second time will suffer from cancellation of franchise. The operators will also be blacklisted, and will not be allowed to operate other public utility vehicles.","-- with a report from Jeff Canoy, ABS-CBN News",ABS-CBNnews.com,,yes,2014-06-16 00:00:00,"enforcement of existing lawsordinances,colorum fines",,,,,,,,english,,http://www.abs-cbnnews.com/nation/metro-manila/06/16/14/colorum-buses-face-p1m-fine,,manila,text,,729.0,,1072.0,,pia,,,"colorum, traffic enforcement and violations",4.5,Straight News,,,,,,abs-cbnnews,no,,,,,Colorum' buses face P1M fine,,,
2014-06-16,,,,"MANILA -- A group of public utility drivers will not ply their usual routes on Thursday, as the Land Transportation Franchising and Regulatory Board (LTFRB) implements higher fines and penalties for out-of-line and ""colorum"" vehicles. ""Sa Huwebes po marami nang natatakot bumiyahe. Uunahin ko na po, kami po ay humihingi na agad ngayon ng paumanhin sa ating mananakay dahil marami na po ang hindi bibiyahe,"" said Jun Magno, president of the Stop and Go Coalition, in an interview with DZMM. Magno added the strike is not an order from the group, but is a personal decision made by some drivers. The Stop and Go Coalition claims it has 14,000 members. According to the group, the LTFRB should finalize the rules of engagement in the implementation of the new penalties and fines. Magno added that they have pending franchise applications which the LTFRB failed to approve. He said it also takes a long time for the LTFRB to look into their applications, forcing some operators and drivers to operate without proper documents. ""Hindi po kami sumasalungat dun sa sasabihin nating kolorum, out of line, tama naman po sila, ang amin lang po dito, hindi po ito ang tamang solusyon. Ang tanong, bakit po may kolorum? Bakit po may out of line? Sino po ang dahilan kung bakit nagkakaganito? Sila rin po ito,"" Magno said. The group also reacted against the new policy that UV Express vans will only be allowed to pick up passengers from terminals. ""Ang mga drayber po namin ngayon natatakot na. Kasi ultimo pinakamaliit na multa ay P1,000, ang kinikita ng isang drayber ng jeep ay P500 lang ang average po n'yan."" Meanwhile, a group of UV Express drivers went on strike in Quezon Memorial Circle in Quezon City on Monday. This is the group's reaction to the P200,000 fine on ""colorum"" vans that will be implemented on Thursday. More than 300 UV Express drivers joined the strike and transport caravan. The group went to the LTFRB and Land Transportation Office (LTO) where they voiced their concerns. According to Efren de Luna, national president of the Alliance of Concerned Transport Organization (ACTO), they were not consulted prior to the approval of the new policy. ""Dapat diyan ay pinag-aralan. Ang ipinagtataka ko, ilang beses pa lamang nagkakaroon ng public hearing, bakit nagkaroon kaagad ng implementasyon?"" de Luna said. He added the higher fines can also encourage corruption. The drivers went on their usual routes after the protest. --","with reports from Dennis Datu and Leo Humangit, DZMM",ABS-CBNnews.com,,yes,2014-06-16 00:00:00,"enforcement of existing lawsordinances,colorum fines",,,,,,,,english,,http://www.abs-cbnnews.com/nation/metro-manila/06/16/14/puv-drivers-go-strike-vs-higher-fines,,"quezon city, quezon",text,,779.0,,653.0,,pia,,,"colorum, traffic enforcement and violations",4.5,Straight News,,,,,,abs-cbnnews,no,,,,,PUV drivers to go on strike vs higher fines,,,
2014-06-17,,,,"MANILA - Malacaang cautioned transport groups from launching following the new order that imposes higher fines against ""colorum"" or out-of-line vehicles. Communications Secretary Sonny Coloma said operators and drivers of public utility vehicles (PUVs) also have the responsibility of ensuring the welfare of the commuting public. ""'Yan pong mga lalahok diyan, kung sila po ay operator o nagmamaneho ng public utility vehicles, mainam sigurong paalalahanan nila ang kanilang mga sarili na mayroon silang tungkulin na serbisyo publiko kaya po sila binigyan ng prangkisa. At doon po sa prangkisa nila, mayroon po silang tungkulin na maghatid ng walang patid na serbisyo. Kaya sana po ay maalala nila 'yan,"" he said. Coloma said the grievances on the new rules may be resolved even without protests. ""'Yon naman pong isyu hinggil sa umano'y mataas na pagsingil ng multa, ito po ay isang administrative measure, at maaari naman po nilang talakayin 'yan sa pamamagitan ng dayalogo at mahinahon na pakikipag-usap sa mga awtoridad."" He said the Land Transportation Office (LTO), Land Transportation Franchising and Regulatory Board (LTFRB), and Department of Transportation and Communications (DOTC) are open to holding dialogues with the transport groups. ""Para huwag naman tayo humantong doon sa mga aksyon na magbibigay ng ligalig at hindi mainam na kaganapan sa ating mga kababayan. Inaasahan po sila ng ating mga kababayan sa paghahatid ng mahalagang serbisyo publiko. Sana'y isaalang-alang ito ng mga operators at mga tsuper sa kanilang gagawing pagkilos,"" Coloma said. At any rate, he said the government is prepared for any transport protest. Coloma added that the public may not support the protest action since it is in protest of new rules meant to curb colorum vehicles. ""Kaya lang ang sinabi mo kasi magkakaroon ng pagtigil ng kanilang operasyon. Kaya siguro, matalino naman ang ating mga kababayan, kapag narinig 'yung kanilang mga talumpati at matuton na ang kanilang 'causa' o 'yung kanilang pinaglalaban ay 'yung iligal at nakapipinsala sa maayos na daloy ng trasportation sector ay sila ay mawawalan ng suporta at wala namang tatangkilik sa ganyang usapin,"" he said.",,"By RG Cruz, ABS-CBN News",,yes,2014-06-17 00:00:00,"enforcement of existing lawsordinances,colorum fines",,,,,,,,english,,http://www.abs-cbnnews.com/nation/metro-manila/06/17/14/palace-cautions-vs-transport-strikes,,silang,text,,741.0,,243.0,,pia,,,"colorum, traffic enforcement and violations",4.5,Straight News,,,,,,abs-cbnnews,no,,,,,Palace cautions vs transport strikes,,,
2014-06-17,,,,"MANILA  The Supreme Court (SC) has asked the Department of Transportation and Communications (DOTC) to answer a petition assailing a joint order which hiked fines for traffic violations. The SC asked DOTC Secretary Joseph Emilio Abaya, one of the respondents in the petition, to file his comment within ten days. In a 17-page petition for certiorari, the Angat Tsuper, and Samahan ng mga Tsuper at Operator ng Pilipinas-Genuine Organization (Stop & Go) questioned Joint Administrative Order No. 2014-01 issued by the DOTC, Land Transportation and Franchising Regulatory Board (LTFRB), and Land Transportation Office (LTO) for grave abuse of discretion. The joint order shall take effect this Thursday, June 19. Under the order, the penalties for colorum vehicles are pegged at P1 million for buses, P200,000 for trucks, P50,000 for jeepneys, P200,000 for vans, P120,000 for taxis, and P6,000 for tricylces for first offenses. Violators' colorum vehicles will also be impounded for three months and the public utility vehicles shall be blacklisted. The order also prescribes higher fines and penalties for drivers or operators cited for traffic violations. Named as respondents in the petition were Abaya, LTFRB Assistant Secretary Alfonso Tan, and LTFRB Chairman Winston Ginez. The petitioner said it is not clear in the challenged order as to who shall pay the fines - the operators or the drivers. The unprecedented spike in the penalties is unjust and violative of the right to due process, according to the petitioner. The petitioner also stressed that the order is oppressive for depriving operators and drivers income. ","reports from Alex Calda, dzMM; and Ina Reformina, ABS-CBN News",ABS-CBNnews.com,"Department of Transportation and Communication, Nongovernment organizations, LTO, LTFRB, Angat Tsuper, and Samahan ng mga Tsuper at Operator ng PilipinasGenuine Organization Stop  Go",yes,2014-06-17 00:00:00,"enforcement of existing lawsordinances,colorum fines",,,,,,,,english,,http://www.abs-cbnnews.com/nation/metro-manila/06/17/14/dotc-told-answer-plea-vs-higher-traffic-fines,,,text,,795.0,,952.0,,pia,,,"colorum, traffic enforcement and violations",4.5,-,,,,,,abs-cbnnews,no,,,,,DOTC told to answer plea vs higher traffic fines,,,
2014-06-17,,,,"MANILA - Transport groups have come together to protest the Joint Administrative Order by the transportation department and its attached agencies. On Thursday, the Department of Transportation and Communicatons (DOTC), Land Transportation Office (LTO), and Land Transportation Franchising and Regulatory Board (LTFRB) will implement the order that introduces heftier fines for franchise violations, among other provisions. Transport groups Pinagkaisang Samahan ng mga Tsuper at Operator Nationwide (PISTON), Alliance of Concerned Transport Organizations (ACTO), and Stop and Go Coalition are planning to hold a protest caravan on Thursday. They will stage their protest as they move from the Quezon Memorial Circle en route to the LTO, LTFRB and DOTC. According to some groups, some of their members are voluntarily not plying their respective routes on Thursday because of fear of getting caught by enforcers through different violations such as broken tail lights, pick and drop zones, among others. According to Stop and Go Coalition's June Magno, the operators have asked the drivers to continue their respective routes on Thursday, but the drivers told them that they would rather stay home. Some are even joining the protest caravan, Magno said. The groups are also protesting the increase in penalties, with one asking the DOTC why some of the penalties cost more than a brand new car. ACTO's Efren de Luna, meanwhile, said the administrative order should not be implemented due to lack of consultation by the agency with the transport sector.",,"By Jeff Canoy, ABS-CBN News","Department of Transportation and Communication, LTO, LTFRB, Pinagkaisang Samahan ng mga Tsuper at Operator Nationwide PISTON, Alliance of Concerned Transport Organizations ACTO, and Stop and Go Coalition",yes,2014-06-17 00:00:00,"enforcement of existing lawsordinances,colorum fines",,,,,,,,english,,http://www.abs-cbnnews.com/nation/metro-manila/06/17/14/transport-groups-hold-protest-caravan-thursday,,quezon,text,,817.0,,60.0,,pia,,,"colorum, traffic enforcement and violations",4.5,Straight News,,,,,,abs-cbnnews,no,,,,,Transport groups to hold protest caravan on Thursday,,,
